项目名称,相关介绍,历史渊源,传承人物,status
鼓舞（武山旋鼓舞）,"鼓舞（武山旋鼓舞），甘肃省武山县传统舞蹈，国家级非物质文化遗产之一。

武山旋鼓舞又称“扇鼓舞”或“羊皮鼓舞”，是羌族人民在长期农牧生活中形成的一种传统民间舞蹈，主要流传于甘肃省天水市武山县的滩歌镇、洛门镇百泉村、龙台乡、山丹乡等乡镇村庄，它以舞乐为载体，在祭祀中达到娱神、娱人的目的。武山旋鼓舞表演活动于春末夏初举行，其表演有“喊山岳”“千斤压顶”“旋风骤起”等典型动作以及“二龙戏珠”“白马分鬃”“太子游四门”“丹凤朝阳”等传统套路。表演者在舞动中旋转是武山旋鼓舞的主要特征，其动作刚健、节奏铿锵，具有广泛的群众性和浓郁的地方特色。

2008年6月7日，鼓舞（武山旋鼓舞）经中华人民共和国国务院批准列入第二批国家级非物质文化遗产名录，遗产编号：Ⅲ-42。","武山旋鼓舞年代久远，其起源在历史上有牧羊人震狼说、祭祀说、军事说等多种说法。 

如大多数民俗文化活动一样，武山旋鼓舞的起源没有明确记载，很难确定其产生的具体年代，传承人也仅记得自己的祖辈就在这样跳。《武山县志》对武山旋鼓舞最早的记载出现在清代，西北师范大学赵逵夫先生在《汾阴扇鼓傩戏的形成时代与文化蕴蓄》文中考证：扇鼓由周朝的大鼗、汉魏鼙（或作鞞）鼓而来。《乐府诗集》卷五十三《魏陈思王鼙鼓歌·序》引《古今乐录》：“睥鞞舞，梁谓之鞞扇舞……鞞扇，器名。”“鞞扇”就是后来的扇鼓。三国期诗人曹植《鼙鼓歌》中有“乐人舞鼙鼓，百官雷林赞若惊”之言。但是根据武山旋鼓舞的表演特色和武山当地多民族杂居的历史来看，武山旋鼓舞是古羌族人民农牧文化的一种体现，是一种以娱神、娱人为目的内容，以舞蹈、祭祀活动为表现载体的传统民间舞蹈。 

在长期的发展过程中，武山旋鼓舞逐渐演变成一种民间祭祀赛社娱乐活动，并分出北部山区旋鼓舞和南部山区旋鼓舞两大类型。武山旋鼓舞的部分表演内容经过文艺工作者的创编、改良，发展成了适合舞台演出的剧目，多次在国家、省、市获奖。",代三海，男，1960年12月6日出生，第三批国家级非物质文化遗产项目代表性传承人，项目名称：鼓舞（武山旋鼓舞），甘肃省武山县申报。,Success
毛南族打猴鼓舞,,,,Failed
水鼓舞,,,,Failed
永新盾牌舞,,,,Failed
傩舞（永靖七月跳会）,"傩舞（永靖七月跳会），甘肃省永靖县传统舞蹈,国家级非物质文化遗产之一。",永靖傩舞俗称“七月跳会”，流传于甘肃省永靖县西部山区杨塔、王台、红泉和三塬等乡镇的汉族聚居村落。据考古发掘发现，早在新石器时代，永靖便已出现了祭坛和彩陶纹饰。据《水经注》记载，杨塔、王台一带的小积石山岩堂之内有“鸿衣羽裳”的“神人”活动，被羌人称为“唐述山”、“唐述窟”。另据炳灵寺石窟墨书题记和明代《河州志》记载，唐代永靖曾有过“防秋健儿”戴着假面防御番人抢收麦子之事。作为实物例证，七月跳会中的古旧面具正反映出唐代和明代的文化风尚。,,Success
龙舞（汕尾滚地金龙）,,,,Failed
龙舞（汝城香火龙）,"龙舞（汝城香火龙），湖南省汝城县传统舞蹈，国家级非物质文化遗产之一。

汝城香火龙起源于历史上祀龙止雨和祀龙止水的民俗活动，其形象主要来自汝城当地寺庙中有关龙的壁画和雕塑。汝城香火龙表演多在每年的元宵节期间举行，届时人们齐聚空场，在夜色中舞起龙灯，以祈新年风调雨顺、五谷丰登、国泰民安。汝城香火龙表演有游龙、接龙、抢香、化龙等仪式，其造型精美、气势威猛、香火明丽，招龙仪式气氛热烈，场景壮观，具有鲜明的地域特色。

2008年6月7日，龙舞（汝城香火龙）经中华人民共和国国务院批准列入第二批国家级非物质文化遗产名录，遗产编号：Ⅲ-4。","汝城香火龙源于唐朝末年第二次大迁徙从中原经安徽、江西、广东等地迁入的客家文化。唐高宗弘道年间，汝城洪水泛滥成灾，民不聊生。老百姓采纳了一位风水先生“以火龙降水患”的建议，用稻草扎制成12条草龙，对着滔滔洪水烧化，终于将洪水降伏。从此，汝城逐渐形成了每年元宵节期扎制香火龙以祈求降伏水旱灾害，庆贺五谷丰登的习俗。

明清以来，汝城香火龙的造型吸取传统壁画、寺庙雕刻的特色，逐渐形成威武轩昂的气度。

民国《汝城县志》记载：“元宵扮演龙灯，花爆、管弦、钲豉喧闹城乡以乐升平，谓之年消。”又：“汝民耐劳，无他娱乐，为演剧为社会，唯一有兴趣事其关于团体者，则迎神忏仙，宴谱招龙之属，莫不演剧，累日浃旬，远近聚观……”招龙，即指舞香火龙。",,Success
羌姆（江洛德庆曲林寺尼姑羌姆）,,,,Failed
秧歌（汾阳地秧歌）,,,,Failed
灯舞（沙头角鱼灯舞）,,,,Failed
狮舞（沧县狮舞）,"狮舞（沧县狮舞），河北省沧县传统舞蹈，国家级非物质文化遗产之一。

沧县狮舞分为文狮与武狮两类。早期被称为“狮戏”，多系文狮表演，以兴济为代表。文狮表演重在一个“逗”字，主要模仿猫科类动物的本能行为与戏耍动作，以威武雄壮的鼓点从旁配合。武狮系由文狮发展而来，后在表演中糅进叠立、走钢丝、上高凳、爬杆、高台翻滚、水中望月、巧走立绳、荷花怒放等武术、杂技类动作。

2008年，狮舞（沧县狮舞）经中华人民共和国国务院批准列入第二批国家级非物质文化遗产名录，项目编号：Ⅲ-5。","沧县位于河北省东南部，东临渤海，北靠京津，古运河穿境而过。

据历史典籍记载，沧县狮舞最早起源于汉朝，明朝时已广泛流传。沧县狮舞明代即以同乐会形式出现，于县境内广泛流传，早期多在庙会和春节民间花会上活动。二十世纪八十年代以前，沧县各乡镇都有舞狮活动，随着社会的变革，仅剩黄递铺乡北张、刘吉、纸房头乡南小营等有数支狮子队仍在活动。",尹少山，男，1960年1月出生，第三批国家级非物质文化遗产代表性项目代表性传承人。,Success
沧州落子,,,,Failed
木鼓舞（沧源佤族木鼓舞）,"木鼓舞，贵州省台江县、云南省沧源佤族自治县传统舞蹈，国家级非物质文化遗产之一。

木鼓舞是流传在西南苗族、彝族和佤族人民中以敲击木鼓起舞祭祀的民间舞蹈。其鼓型多以截取自然生长的树木躯干，凿空内部成型。一般木鼓舞为族群全体参与的大型祭祀活动中的一部分，木鼓被作为族群的象征，以敲木鼓、跳木鼓为核心的祭祀活动充满着强烈的祖先崇拜、自然崇拜的寓意，具有鲜明的原始文化的特征。

2006年5月20日，木鼓舞经国务院批准列入第一批国家级非物质文化遗产名录，编号：Ⅲ-25。","木鼓舞一说起源于一对跟从鸟虫学会跳舞的古代兄妹，自古以来，反排木鼓舞就在反排村世代相袭。

一说开天辟地之初，一场巨大的洪水几乎吞噬了陆地上的所有生命，是木依吉神将一只木槽拯救了阿佤人，才使佤族得到繁衍、壮大直留存到今天。从此，远古时期的阿佤人便将木槽视为民族的母体，给予着最高的崇拜。阿佤人认为：木鼓既是拯救过本族始祖的木槽，是强壮母体的化身，又是木依吉灵魂的居住地，而成为万物繁茂成长的通天神器。因此，以舞蹈形式表现从木鼓的制作，到最后以敲击木鼓来沟通神灵，达到天赐福泽目的的《木鼓舞》，是祭祀活动中不可或缺的舞蹈。

从1954年唐开学、张文显等人对反排木鼓舞进行改编并进京表演至今，反排木鼓舞表演不下百余次。

1995年6月20日，国务院为了更好开展群众性体育活动，增强人民体质，制定颁发《全民健身计划纲要》。木鼓舞作为反排村历史悠久的民族群众活动，对场地和道具器械有较少的要求。并且经常跳反排木鼓舞，能够促进人体血液循环，提高身体的灵活性和协调性，增强人体基本活动能力和体质。

2009年的台江县人口不到15万人，其中会跳反排木鼓舞就已经超过2万人。

而21世纪10年代台江县反排地区几乎开启了全民跳木鼓舞的新篇章。","万政文，男，苗族，1951年生，贵州台江人。第二批国家级非物质文化遗产项目木鼓舞（反排苗族木鼓舞）代表性传承人。 

陈改保，男，佤族，1939年5月生，2012年12月，被命名第四批国家级非物质文化遗产沧源佤族木鼓舞名录代表性传承人。",Success
泉州拍胸舞,,,,Failed
泰兴花鼓,,,,Failed
龙舞（泸州雨坛彩龙）,"龙舞（泸州雨坛彩龙），四川省泸县传统舞蹈，国家级非物质文化遗产之一。

四川泸州雨坛彩龙以其悠久的历史和浪漫的龙舞表演艺术被誉为“东方活龙”。清光绪十八年左右，泸县当地艺人将原有的“草把龙”改成彩龙，到1919年，出现了第一条雨坛彩龙。自此每逢年节或婚丧嫁娶，泸县当地百姓都要舞彩龙。雨坛彩龙的表演重在一个“活”字，“人龙合一”。表演时舞者“动于中而形于外”“心有性情，手衍神色”“手随眼动，眼随心动”。

2006年5月20日，四川省泸县申报的龙舞（泸州雨坛彩龙）经中华人民共和国国务院批准列入第一批国家级非物质文化遗产名录，遗产编号：Ⅲ-4。","地处泸县、荣昌、隆昌交界处，位于龙洞山上的泸县雨坛乡，因其远离河流，水资源匮乏，故常年干旱，这是一个缺水的驿站，一片视雨为神灵的地方。据《永乐大典》记载，泸县雨坛乡历来旱灾频繁，备受旱灾折磨的雨坛农人的祖辈们便想到了设坛求雨，由此，乡以坛为名，人以祈求神灵为助，雨坛乡设坛求雨耍龙，于明清时较为兴盛。一种庄重的仪式在顶礼膜拜后被神化进而演变成民间的一种排场，生活在桥边的人现代依然信奉这种流传远古的龙舞祭祀。这是一种奇特的龙舞，传说这种龙舞动之后能呼风唤雨。数百年来每逢天干，泸县当地百姓都会请龙出来祭拜求雨。而那条神秘的龙被称为雨坛彩龙。

泸县龙舞艺术起源于唐宋时期，鼎盛于明末清初。由于泸县“十年九旱”，人们使用稻草扎制“草把龙”求雨。后来，人们开始用竹子编出龙骨，用布料作龙衣，并特别注重龙头的制作，从而形成了彩龙的雏形。

据记载，泸县雨坛彩龙从诞生之日起主要以泸县雨坛镇罗氏家族为主，大约经历了三代：

雨坛龙第一代

公元1892年的初冬，泸县籍得胜镇民间艺人王世品回到泸县，他对布衣龙进行了大胆的改革。他把当时民间流行的草把龙大刀阔斧改为布衣新龙，他改变了草把龙的制作技术，同时融入了川南农耕的动作造型。这就是第一代雨坛彩龙。

雨坛龙第二代

民间艺人王世品将龙舞技艺传给以罗银坤为主的罗氏家族。罗银坤（1913—1999）为雨坛彩龙主要传人。罗银坤自14岁开始学习彩龙舞技。到这—代雨坛彩龙得到传承、发展和壮大。1985年泸县雨坛彩龙被国家编入《中国民族民间舞蹈集成》—书。雨坛彩龙以其悠久的历史和浪漫的龙舞表演艺术被誉为“东方活龙”。

雨坛龙第三代

中华人民共和国成立后，雨坛彩龙得到了很大的发展。罗德书、罗德学跟随父亲罗银坤学习民间龙舞技艺。在继承祖辈民间龙舞的基础上，他们吸收了杂技艺术和外地龙舞技艺的精华，将雨坛彩龙进行创新和发展，系统地继承了雨坛龙舞的20多种耍技，在连贯变化的太极图形中相继呈现出“龙出洞”“龙夺宝”“龙抱蛋”“龙翻滚”等数十个生活模拟动作和造型动作。",罗德书，男，汉族，1949年生，四川泸县人。2008年2月被评定为第二批国家级非物质文化遗产项目代表性传承人，四川省泸县申报。,Success
洛川蹩鼓,"洛川蹩鼓，是陕西省洛川县传统舞蹈，属国家级非物质文化遗产之一。

洛川蹩鼓主要流传于陕西省洛川县黄章、永乡、旧县等乡村，为延安的三鼓（胸鼓、腰鼓、蹩鼓）之一，陕西方言称蹦跳为蹩，此舞以蹦跳为特征，故称蹩鼓。洛川蹩鼓最大的特点是在蹦跳中完成各种舞蹈动作，表演时，鼓手腹前挎个直径约50厘米的扁圆鼓，边击鼓、边蹦跳。

2006年5月20日，洛川蹩鼓经中华人民共和国国务院批准列入第一批国家级非物质文化遗产名录，遗产编号：Ⅲ-14。","陕西洛川蹩鼓，是中国民族文化宝库中的瑰宝，它扎根于陕北黄土高原。洛川县与黄陵接壤，同属中华民族先祖轩辕黄帝故地，洛川县志记载，洛川在禹贡时属雍之城，商时期属西河国地盘。公元前一千多年属周人活动地区。先民在开发自然，防御猛兽，抗击异族犯扰的斗争中，在新石器时就发明了鼓（土鼓）。

春秋时，鼓已发展为二十余种，如建鼓、高鼓、雷鼓、灵鼓、路鼓、神鼓、土鼓等，鼓以其特殊发音功能及音响效果在社会各方面得应用，除用于王公贵族礼仪，祭祀、娱乐、报时外，还被广泛用于军中鼓舞士气。传说在古代的魏长城烽火台都置有鼓和柴火、遇到敌人袭击或紧急军情则点火击鼓报警，用以调兵遣将。军队出征要击鼓助战，得胜回营要鼓乐相迎，鼓是古代军队中必不可少的器具，而历经千年岁月。在洛川蹩鼓之乡如黄章、旧县镇一代，都有魏长城、及烽火台的遗墟，由此看来蹩鼓最早在春秋战国时期已在军中萌生。（由当代蹩鼓的鼓形建制，极似于秦俑坑发现的鼓的遗骸，俑坑鼓为偏园形体，腔径68风米约二尺，面径高均和当代洛川蹩鼓所用之鼓相似）。 

西汉时，“鼓吹”乐兴起，为皇帝所用，称为“皇门鼓吹”，后发展到马上演奏，称为“骑吹”正式作为军乐仪仗。那么蹩鼓起源于军事也受到“骑吹”的影响，传统蹩鼓表演时有如万马奔腾之状，及其跨步表演有如骑马姿势。而洛川地处中国北方，可能是“骑吹”较早产生的地方，有人认为东汉公元（189年）年匈奴人南下洛川一代，传来“茄”“角”“髀鼓” 等乐器，（转鼓扁而小的一种鼓）并据《说文》解释为“骑鼓”。推论：洛川蹩鼓受“牌鼓”的影响形成。但这时比西汉时鼓吹兴起的时间晚数百年，当然这一推论不可排除，有待进一步考证。 

从乐器发展史来看当代蹩鼓所用的三种打击器必然是逐渐完善的。春秋战国前就有“群音之长”的“鼓”，在西汉时“鼓吹”兴起，并有“短筲跷歌”（据载：汉时钹由天竺传入）蹩鼓在铙传入后才能加入。魏时才产生了锣。那么现蹩鼓中的鼓、锣钹，这三种乐器的完善也须经数百年才能达到今天的样子。

唐时“倡优杂技不息于前，鼓吹繁声亟闻于外”。 “鼓乐鼓舞”在民间已相当普及。

宋代鼓舞更为发展，比较有名的“讶鼓舞”“长鼓舞”等。宋代的“讶鼓”在形制，系法和表演颇似“蹩鼓”：大小相近，均为胸前腰系，以表现军民生活为主。蹩鼓也与民间社火各种形式结合成为综合性广场艺术。并借助民间节令、庆典、社祀礼仪等民俗活动历经明、清一直承传至当代。 

20世纪80年代初期，随着《中国民族民间舞蹈集成·陕西卷》的深入普查，《洛川蹩鼓》首次在延安民间艺术调演时展演，受到广大群众的赞誉，并称为“延安三鼓”之一，多次在全国和省、市文艺大赛中获奖。还成为编创《延安武鼓》、《黄土雄风》等舞蹈作品的主体。并成为陕西省首批国家级非物质文化遗产重点节目。每逢春节，洛川县的许多村镇，皆以击鼓欢跳《整鼓》，以庆贺改革开放建设社会主义新农村的巨大成就和变化。",张万玖，男，汉族，1951年生，陕西延安人。第二批国家级非物质文化遗产代表性项目洛川蹩鼓代表性传承人，陕西省洛川县申报。,Success
洪泽湖渔鼓,,,,Failed
秧歌（济阳鼓子秧歌）,"秧歌（济阳鼓子秧歌），山东省济阳县传统舞蹈，国家级非物质文化遗产之一。

济阳鼓子秧歌历史悠久，相传兴起于明朝永乐年间。济阳鼓子秧歌锣鼓铿锵有力，舞姿粗犷豪放，气势恢弘磅礴，情感纯朴热烈，具有旺盛的生命力和鲜明的地方风格，主要角色包括伞、鼓、棒、花几类，其中伞又有丑伞和小伞之分。稳健的丑伞、俊丽的小伞、明快的手鼓、柔美的拉花组成一支特殊的演出队伍，以自由奔放的舞蹈反映出鲁北人民豪爽乐观、大方热情的性格。

2008年6月7日，山东省济阳县申报的秧歌（济阳鼓子秧歌）经中华人民共和国国务院批准列入第二批国家级非物质文化遗产名录，遗产编号：Ⅲ-2。","“鼓子秧歌”最早叫“打鼓子” “跑秧歌”“跑十五”等，20世纪40年代以后，才普遍称之为“鼓子秧歌”，具有浓郁的中华民族传统文化特色。鲁北平原上的济阳、临邑、商河成三角地带，黄河、徒骇河穿越其中，同耕一片土，共饮一河水，形成了共同的民间文化习俗。这里的人民每逢丰收之后，便会情不自禁地拿起耕作收种的扠、耙、棍、棒等劳动工具， 一边撞击敲打，一边手舞足蹈，形成了比较原始的鼓子秧歌。济阳人民创造的鼓子秧歌在漫漫的历史长河中，年复一年，世代相续。伴随着社会的发展、社会生产能力的日益提高，劳动工具日渐完善，鼓子秧歌从内容到形式都不断发生变化。舞蹈的动作步伐、舞蹈的套路逐渐成形，明、清时期已在民间广为流传，且形成了较大规模，逐渐演变为一种鲁北农村的民间舞蹈——“鼓子秧歌”。 

济阳县位于鲁北平原南部，北界商河，西北与临邑相连，徒骇河、黄河横穿东西，具有鲁北特色的济阳鼓子秧歌就产生和流传在这里。济阳鼓子秧歌历史悠久，相传兴起于明朝永乐年间，清朝年间就已普及。 

随着人们生活习惯和审美意识的演变，20世纪50年代开始，秧歌从农村走向城市，从广场搬上舞台，不断充实完善，终于发展成一种独立的纯舞蹈形式。经过多年承传，济阳鼓子秧歌基本形成了以仁风镇流河村为代表的“老慢板鼓子秧歌”、以曲堤镇金李村为代表的“小伞鼓子秧歌”、以仁风镇司家坊村为代表的“快板鼓子秧歌”。",姚大新，男，1967年出生，2009年5月被评定为第三批国家级非物质文化遗产代表性项目秧歌（济阳鼓子秧歌）代表性传承人，山东省济阳县申报。,Success
龙舞（浦东绕龙灯）,,,,Failed
傩舞（浦南古傩）,,,,Failed
龙舞（浦江板凳龙）,,,,Failed
海南苗族盘皇舞,,,,Failed
高跷（海城高跷）,"高跷（海城高跷），辽宁省海城市传统舞蹈，国家级非物质文化遗产之一。

海城高跷秧歌起源于清代，其可考的历史有三百余年。欢腾、奔放、热烈、火爆是其基调，优美、抒情、风趣、诙谐是其特色，二者的统一构成海城高跷秧歌的艺术特征，衍生出“扭、浪、逗、相”四大技法要素。在海城高跷秧歌的表演中，气势恢宏的大场和轻快细腻的小场包括了音乐、舞蹈、杂技、戏曲等多种形式，构成以舞蹈为主体的综合性民间广场艺术。

2006年5月20日，高跷（海城高跷）经中华人民共和国国务院批准列入第一批国家级非物质文化遗产名录，项目编号：Ⅲ-9。","海城高跷秧歌的发展，大致可以分为五个时期。

第一时期，是第一代海城高跷秧歌艺人诞生与形成时期。据《中国民族民间舞蹈集成·辽宁卷》（鞍山分册），按艺人传承关系推算，这一时期是从清嘉庆二十五年（1820年）至清道光二十年（1840年）的20年间。这时海城高跷秧歌每队人数在11人左右。跷棍很高，在跷上有时表演《骂鸡》《骂灶》《骂菜》（俗称“三骂”）和《断桥》等剧目。

第二时期为海城高跷秧歌的兴盛时期，即清咸丰十年（1860年）至清光绪十六年（1890年），这一时期的艺人通称为第一代，每队人数多达32人，跷一尺多高，当时队员跷功很硬。

第三个时期为海城高跷秧歌极盛时期，即1900年至1930年，在辽宁省，北起铁岭南抵复县区间，每年从入冬开始至翌年二月，各地职业、半职业高跷艺人和秧歌手，自愿搭班结队活动，在东三省影响较大。

第四个时期为1931年至1949年，为衰落时期。由于日本帝国主义入侵东北，受半封建半殖民地文化的影响，民族传统文化受到影响，海城高跷秧歌也受到影响而逐渐走向衰落。

第五个时期为中国解放以后，海城高跷秧歌进入了曲折的复兴发展时期。艺人们在各自的家乡培养一批批青壮年高跷秧歌骨干，组建了一支支高跷秧歌队，并长期活跃在乡村、城市社区。",,Success
滚灯（海盐滚灯）,,,,Failed
秧歌（海阳大秧歌）,"秧歌（海阳大秧歌），山东省海阳市传统舞蹈，国家级非物质文化遗产之一。

海阳大秧歌是山东三大秧歌之一，系民间社火中的舞蹈部分，流行于山东半岛南翼、黄海之滨的海阳市一带。海阳大秧歌是一种集歌、舞、戏于一体的民间艺术形式，它遍布海阳的十余处乡镇，并辐射至周边地区，据海阳赵家庄《赵氏谱书》记载可知，海阳秧歌实创于明代。海阳大秧歌表演内容丰富，队伍结构严谨，主要由三部分组成，出行时排在最前列的是执事部分，其次是乐队，随后是舞队。海阳秧歌舞蹈动作的突出特点是跑扭结合，舞者在奔跑中扭动，女性扭腰挽扇、上步抖肩，活泼大方；男性颤步晃头、挥臂换肩，爽朗风趣。

2006年5月20日，山东省海阳市申报的秧歌（海阳大秧歌）经中华人民共和国国务院批准列入第一批国家级非物质文化遗产名录，遗产编号：Ⅲ-2。","海阳大秧歌最早出现于明朝初年。据海阳赵家庄《赵氏谱书》记载：“二世祖（赵）通，世袭（大嵩卫）指挥、镇抚，诰封武略将军。洪熙元年，欣逢五世同堂，上赐‘七叶衍祥’金额，悬匾谷旦，诸位指挥偕缙绅光临赐贺。乐舞生闻《韶》，率其创练之秧歌，舞唱于庭，其乐融融。”这是有关于海阳大秧歌的最早的记载，由此可见海阳凤城在当时已经出现了类似海阳大秧歌的艺术形式。所以，海阳秧歌应该是起源于汉朝，开创于明，兴盛于大嵩卫城（也就是如今凤的城）。  

海阳大秧歌兴盛时期开始于清朝中期，雍正把宋魏海阳县开设之后。凤城，海阳和老城区，是民间艺术的发展中心和海阳经济文化中心，这也使得民间艺术得以发展。民歌演唱了当地的传闻：“秧歌在农村进入城市后，先拜娘娘后看景色；正月农历十五不进城，不然就撵出城。“这表明，秧歌已成为重大节日的主要活动，凤城已经成为一个活跃的秧歌发展地。  

海阳大秧歌日益发展成熟，它努力学习其他艺术活动的特长，并且取其精华去其糟粕，如秧歌剧“陈老西劝子四川”的运行顺序：“比胡宫廷章曾在琼州，很爱舒美的旋律，并复制“运行”四川，教唱“秧歌班”，海阳一直在研究蜀地的歌舞。除此之外，海阳秧歌中的“乐大夫”可以分为“螳螂门”和“八卦门”，意思是指他的舞蹈基本动作吸取了不同拳术套路最终形成了各自的风格。","王发，男，汉族，1919年生，2007年去世，山东海阳人，2008年2月被评定为第二批国家级非物质文化遗产代表性项目秧歌（海阳大秧歌）代表性传承人，山东省海阳市申报。 

鞠洪钧，男，汉族，1926年生，2008年去世，山东海阳人，2008年2月被评定为第二批国家级非物质文化遗产代表性项目秧歌（海阳大秧歌）代表性传承人，山东省海阳市申报。 

盛玉宾，男，汉族，2018年5月被评定为第五批国家级非物质文化遗产代表性项目秧歌（海阳大秧歌）代表性传承人，山东省海阳市申报。 

于信，男，汉族，2018年5月被评定为第五批国家级非物质文化遗产代表性项目秧歌（海阳大秧歌）代表性传承人，山东省海阳市申报。",Success
竹马（淳安竹马）,"竹马（淳安竹马），浙江省淳安县传统舞蹈，国家级非物质文化遗产之一。

淳安竹马始于南宋，俗称跳竹马，是主要流行于浙江淳安一带的传统舞蹈。竹马分红、黄、绿、白、黑五种，常由三男两女或两男三女组成，以古装人物装扮，跳、走（阵）、唱、念俱佳，步伐独特，具有鲜明的地域特色，是中国传统舞蹈尤其是竹马类舞蹈具有代表性的项目之一。

2005年，淳安竹马被列入第一批浙江省非物质文化遗产代表作名录。2014年11月11日，浙江省淳安县申报的竹马（淳安竹马）经中华人民共和国国务院批准列入第四批国家级非物质文化遗产名录，遗产编号：Ⅲ-44。",淳安竹马起源于南宋，南宋《武林旧事》《梦粱录》等均有关于竹马舞的记载。至明代，淳安竹马盛行各乡。《睦剧发展史》中有如下表述：“清顺治十五年（1658）《淳安县志》载：‘元夕在市迎灯，在乡迎烛，各会聚鸣锣鼓以迎傩神。’旧时的淳安县域，正月十二迎贺神，设高跷……跳竹马等，其歌舞演出颇盛，即使是淳安的乡间农村，迎神赛会也与市镇相仿，演出活动繁多，尤以跳竹马为主。”至康熙年间，采茶戏传至淳安，这门艺术与竹马相融合，出现两脚戏竹马班，一旦一丑跳竹马。清末民初，发展为三角戏竹马班，增加了“生”角，经常是先跳竹马，后唱小戏。期间较出名为“跳盔头”，演员戴盔帽穿龙袍战甲，红马扮孔明，黄马扮刘备，绿马扮关羽，白马扮赵云，黑马扮张飞，依次出场表演。后来演变为现代的红、黄、绿、白、黑五色竹马，其中头马为红马，二马为黄马，三马为绿马，四马为白马，五马为黑马。,方炳坤，男，汉族，2018年5月被评定为第五批国家级非物质文化遗产代表性项目代表性传承人，传承项目：竹马（淳安竹马），申报地区：浙江省淳安县。,Success
湘西土家族毛古斯舞,"湘西土家族毛古斯舞，湖南省湘西土家族苗族自治州传统舞蹈，国家级非物质文化遗产之一。

湘西土家族茅古斯舞是最古老的舞蹈，中外专家称湘西土家族茅古斯舞是“中国民族舞蹈的最远源头”。土家族语为“谷斯拔帕舞”、“帕帕格次”或“拨步卡”汉语多称为“茅古斯”或“茅猎舞”。湘西土家族茅古斯舞是一种具有人物、对白、简单的故事情节和一定的表演程式的原始戏剧舞蹈。

2006年5月20日，湘西土家族毛古斯舞经中华人民共和国国务院批准列入第一批国家级非物质文化遗产名录，遗产编号：Ⅲ-31。","土家族自称“毕兹卡”，意为本地人。毛古斯仪式产生的时期虽无史籍记载，但从土家族诸多的传说故事中不难看出，“毛古斯”产生在土家族先民的生产力还很低下，生产方式落后，生产关系也相对简单的时期。 

古时候，湘西土家族地区森林莽莽，荆棘遍野，人烟稀少，土家族先民为了觅食，或上山打猎，或下河捕鱼。

后来从渔猎生活步入农耕时代。有一位土家族青年独自下山去学习农耕技能，之后急于赶回山寨传授技能，一路上风餐露宿，一身衣服被山林中的荆棘撕扯成碎片，等他回到山寨时已是夜晚，正逢土家“调年”（过年），举行跳摆手舞等活动。他衣不遮体，不好露面，便躲在调年场旁的杂草丛中观看调年活动。不料几个参加调年活动的小伙子在草丛中发现了他，他只好走出来，急中生智地扯了一些茅草被在身上，参加到调年活动的人群中去。他用舞蹈的形式向乡亲们传授所学到的农耕技能。由此，土家人为了纪念这位传授农耕技能的先祖，每逢还愿、祭祖等活动时，都要表演“毛古斯”。 

“文化大革命”中，“毛古斯”被视为“封资修”，停止活动。 

中国共产党十一届三中全会以来，土家族的“毛古斯”表演再次受到重视，恢复了表演活动。 

1983年春节，湖南省湘西土家族苗族自治州龙山县、保靖县分别举行大型毛古斯舞活动，观众达4万余人。 

1983年2月18、19日（农历正月初七、初八），湖南省湘西土家族苗族自治州保靖县在县城举行盛大土家年会，县境11个社（镇）3000多人参加文艺表演，观众达到6万余人。","彭英威，男，1933年生，第二批国家级非物质文化遗产代表性项目湘西土家族毛古斯舞代表性传承人，湖南省湘西土家族苗族自治州申报。 

彭南京，男，土家族，1942年6月生，第四批国家级非物质文化遗产代表性项目湘西土家族毛古斯舞代表性传承人，湖南省湘西土家族苗族自治州申报。 

李云富，男、土家族，1938年生，国家级非物质文化遗产代表性项目湘西土家族毛古斯舞省级代表性传承人。",Success
